en,ja
Banyue,盤岳Bangaku
Banyue Tactical Prism Program,盤岳の戦術プリズム構想
Bardic Afternoon,午後の吟遊
Bardic Needle,"CDショップ「吟遊ニードル」CD Shoppu ""Ginyū Nīdoru"""
Barley Latte,ムギラテMugirate
Barley Latte (Mild),ムギラテ（薄め）
Barley Latte (Strong),ムギラテ（濃いめ）
Barracuda,カマスKamasu
Bart,バートBāto
Basalt,玄武岩
Stats,ステータスSutētasu
Bashful Demon,恥じらう悪面Hajirau Akumen
Basic Anomaly Certification Seal,初級異常認証バッジ
Basic Attack,通常攻撃Tsūjō Kōgeki
"Basic Attack: ""Capriccio""",通常攻撃：カプリチオ
Basic Attack: Auric Array,通常攻撃：玄墨陣法
Basic Attack: Blazing Wind - Misty Slash,通常攻撃：焔風・朧斬り
Basic Attack: Blazing Wind Slash,通常攻撃：焔風斬り
Basic Attack: Celestial Overture,通常攻撃：星儀のプレリュード
Basic Attack: Chorus,通常攻撃：コーラス
Basic Attack: Chrysanthemum Wheel Dance,通常攻撃：霜しべのロンド
Basic Attack: Cirrus Strike,通常攻撃：雲霄の型
Basic Attack: Cloud Piercer,通常攻撃：浮雲貫き
Basic Attack: Cloud Piercer - Drift,通常攻撃：浮雲貫き・射形変え
Basic Attack: Cold-Bore Shot,通常攻撃：コールドバレル・ショット
Basic Attack: Crimson Blade,通常攻撃：赤き刃
Basic Attack: Crushing Peaks,通常攻撃：山嵐
Basic Attack: Crushing Strike,通常攻撃：迷いを砕く重撃
Basic Attack: Cunning Combo,通常攻撃：邪兎の連打
Basic Attack: Dancing Blades,通常攻撃：ダンシング・ナイフ_JP0A
Basic Attack: Dark Abyss Concerto,通常攻撃：深淵の協奏
Basic Attack: Dark Abyss Quartet,通常攻撃：深淵四重奏
Basic Attack: Dead End,通常攻撃：ここは通さない！
Basic Attack: Debt Reconciliation,通常攻撃：帳尻合わせ
Basic Attack: Direct Flame Blend,通常攻撃：フレイム・ビルド
Do As I Please,思うがままに
Basic Attack: Don't Move!,通常攻撃：動くな！
Basic Attack: Enchanted Blossoms,通常攻撃：酔花雲
Basic Attack: Enchanted Moonlit Blossoms,通常攻撃：酔花月雲転
Basic Attack: Enthusiastic Drills,通常攻撃：熱血準備体操
Basic Attack: Enthusiastic Drills (Burst Mode),通常攻撃：熱血準備体操（爆発状態）
Basic Attack: Falling Feather,通常攻撃：羽落とし
Basic Attack: Falling Petals - Downfall,通常攻撃：落花・崩墜
Basic Attack: Falling Petals - Slaughter,通常攻撃：落花・殲滅
Basic Attack: Featherbloom,通常攻撃：花咲き羽落つ
Basic Attack: Feathered Strike,通常攻撃：羽毛の一撃
Basic Attack: Finale,通常攻撃：フィナーレ
Basic Attack: Fire Suppression,通常攻撃：火力鎮圧
Basic Attack: Flash Freeze Trimming,急凍剪定法
Basic Attack: Fluttering Frock - Suspension,通常攻撃：スカートフロート・悠落
Basic Attack: Frostbite Embrace,通常攻撃：霜寒の抱擁
Basic Attack: Full Firepower,通常攻撃：出力全開
Basic Attack: Garrote - First Form,通常攻撃：絞式・I型
Basic Attack: Garrote - Second Form,通常攻撃：絞式・II型
Basic Attack: Glacial Blade Wave,通常攻撃：氷刃の波
Basic Attack: Ha-Oto no Ya,通常攻撃：甲乙の矢
Basic Attack: Happy to Be of Service,通常攻撃：はい喜んで
Basic Attack: Hard Candy Shot,通常攻撃：キャンディーシュート
Basic Attack: Harmonizing Shot,通常攻撃：狙撃協奏曲
Basic Attack: Harmonizing Shot - Tartarus,通常攻撃：狙撃協奏曲・奈落
Basic Attack: High-Pressure Flamethrower,通常攻撃：高圧火炎
High-Pressure Spike,高圧ネイルガン
Basic Attack: Hu Wei,通常攻撃：「虎威」
Basic Attack: Icy Blade,通常攻撃：霜鋒
Basic Attack: Immolate,通常攻撃：焚躯
Basic Attack: Ink‐Veil Cloud Coalescence,通常攻撃：墨影を雲に凝す
Basic Attack: Interlude,通常攻撃：インタールード
Basic Attack: Kazahana,通常攻撃：風花
Basic Attack: Kitty Slash,通常攻撃：猫の引っ掻き
Basic Attack: L-Form Thundering Fist,通常攻撃：L式グラウリング・フィスト
Basic Attack: Lady's Bat,通常攻撃：淑女のおバット
Basic Attack: Leaping Strike,通常攻撃：ジャンプスラッシュ
Basic Attack: Lightning Strike,通常攻撃：電撃ストライク
Basic Attack: Lightning Strike - Electrified,通常攻撃：電撃ストライク・感電
Basic Attack: Load Up and Roll Out,通常攻撃：発車するぜい
Basic Attack: Majestic Summit,通常攻撃：豪壮
Basic Attack: Making Rice Cakes,通常攻撃：餅つき
Basic Attack: Making Rice Cakes (Frosted Banner),通常攻撃：餅つき（霜染の刃旗）
Basic Attack: Mixed Flame Blend,通常攻撃：フレイム・ブレンド
Basic Attack: Moon Hunter,通常攻撃：月下遊猟
Basic Attack: Noblewoman - Waltz,通常攻撃：淑女の作法・舞踏
Basic Attack: Orbital Combo,通常攻撃：星軌ラッシュ
Basic Attack: Penetrating Shock,通常攻撃：絶縁破壊
Basic Attack: Penultimate,通常攻撃：一刹
Basic Attack: Please Do Not Resist,通常攻撃：抵抗はやめなさい
Basic Attack: Qingming Eruption,通常攻撃：青溟爆震
Basic Attack: Rampaging Slash,通常攻撃：ランペイジスラッシュ
Basic Attack: Razor Wire,通常攻撃：シャープ・ストリング
"Basic Attack: Rock, Paper, Scissors",通常攻撃：じゃんけんトリック
Basic Attack: Salchow Jump,通常攻撃：サルコウジャンプ_JP0A
Saw Teeth Trimming,鋭牙剪定法
Basic Attack: Shimotsuki,通常攻撃：霜月
Shoo the Fool,マヌケを追い払え
Basic Attack: Silenced Shot,通常攻撃：サイレント・スナイプ
Basic Attack: Smash 'n' Bash,通常攻撃：打ち砕いて、ぶちのめす
Basic Attack: Starshine Waltz,通常攻撃：輝く星のワルツ
Basic Attack: Sugarburst Sparkles,通常攻撃：スパークルキャンディー
Basic Attack: Sugarburst Sparkles - Max,通常攻撃：スパークルキャンディー・極
Basic Attack: Swift Strike,通常攻撃：ファストスラッシュ
Basic Attack: Tanuki Claws,通常攻撃：狸の爪痕
Basic Attack: Tanuki Cloak,通常攻撃：狸の覆い
Basic Attack: Tanuki Helper,通常攻撃：狸の助け
Basic Attack: Thunderbolt,通常攻撃：落雷
Basic Attack: Tiger Seven Forms - Flaming Claw,通常攻撃：悪虎の型・燃ゆる爪
Basic Attack: Toppling Mountain,通常攻撃：傾山
Basic Attack: Towering Peaks,通常攻撃：屹立
Basic Attack: Tsukuyomi Kagura,通常攻撃：月夜見神楽
Basic Attack: Turbo Volt,通常攻撃：ボルトターボ
Basic Attack: Unyielding Strikes,通常攻撃：連打の極意
Basic Attack: Warmup Sparks,通常攻撃：抜刀散火
Basic Attack: Whack the Dimwit,通常攻撃：アホを痛めつけろ
Basic Attack: Wipeout,通常攻撃：お掃除開始
Basic Offense Certification Seal,初級強攻認証バッジ
Basic Attack,通常攻撃Tsūjō Kōgeki
Basic Burn Chip,基礎着火チップ
Basic Defense Certification Seal,初級防護認証バッジ
Basic Ether Chip,基礎エーテルチップ
Basic Freeze Chip,基礎氷結チップ
Basic Physical Chip,基礎物理チップ
Basic Rupture Certification Seal,初級命破認証バッジ
Basic Shock Chip,基礎感電チップ
Basic Stun Certification Seal,初級撃破認証バッジ
Basic Support Certification Seal,初級支援認証バッジ
Bathroom,トイレToire
Additional Ability: Batter Up!,追加能力：打席に立て！
Battery Charge,バッテリーBatterī
Battle Between Cats and Dogs,猫派vs犬派
New Eridu City Fund,エリーファンドErī Fando
Battle Trial: Glory,「激戦試練：栄光」
Battle Trial: Glory,「激戦試練：栄光」
Battle Trial: The Last Stand,「激戦試練：末路」
Battle Waltz,戦いのワルツ
Battle of Honor,名誉挽回の戦い
Lost Void,迷いの地Mayoi no Chi
Thiren,シリオンShirion
Beat the Blockhead,おバカをぶっ叩け
Beaverson's Letter,"「ビファース」の返信""Bifāsu"" no Henshin"
Beaverson Beauty Salon,美容サロン「ビファース」
Becks,ベックスBekkusu
Becky,ベッキーBekkī
"Become Stronger, Secretly",こっそり成長
Become a Master Ethereal Trainer,エーテリアスマスターに私はなる！
Becoming Your Number One,いつか、あなたの一番に
Before Taking the Stage,舞台に上がる前
Before the Curtain Rises,幕開けを迎えて
Before the Last Stand...,末路に足を踏み入れる、その前に…
Beginner's Luck,ビギナーズラックBigināzurakku
Beginning of the Journey,遠い旅の幕開け
Beheboth,エーテリアス・獣たちの都市
Beheboth Terror,スリリングなエーテリアス映画
"Eaves and Brackets, Renewed in Light",古びた屋根に新たな息吹を
Behind the Scenes,舞台裏
Beholder Engine,エンジンビホルダーEnjin Bihorudā
Being Blamed Out of Nowhere,ツイてない日
Belated Gift,遅れてきたプレゼント
Belf,ベルフBerufu
Beliefs Come to Light,顕現する信念
Belion,オシシOshishi
Belion Core,コア・「オシシ」
Belle,リンRin
Bellflower,キキョウKikyou
Bellicose Blaze,憤怒の銃騒Funnu no Jyūsō
Ultimate: Bellowing Flame,終結スキル：轟く烈火
Bellum,ベルラムBeruramu
Bellum,ベルラムBeruramu
Belobog Heavy Industries,白祇重工Hakugi Jūkō
Belobog Heavy Industries,白祇重工Hakugi Jūkō
Belobog Heavy Industries Billboard,白祇重工の広告看板
Belobog Heavy Industries,白祇重工Hakugi Jūkō
Additional Ability: Belobog Management,追加能力：白祇式経営学
Belobog falls short?!,白祇重工、一歩及ばず！？
Ben Bigger,ベン・ビガーBen Bigā
Ben's Namecard,ベンの名刺
Ben's No Beast,ベンさんは悪い獣じゃない
Ben Bigger,ベン・ビガーBen Bigā
Beneath the Legend,伝説の裏
Benevolent Heart Medal,篤実温厚メダル
Benevolent Heart Medal II,篤実温厚メダルⅡ
Benevolent Heart Medal III,篤実温厚メダルⅢ
Benjamin,ベンジャミンBenjamin
Benji,ベンジーBenjī
Bertha,バーサBāsa
Best Assistant Mini,有能な助手・ミニ版
Best Bid,ベスト・ビドBesuto Bido
Best Company,企業ランキングTOP1
Best Manager,最強店長
Best Script,ベストシナリオBesutoshinario
"Best Wishes, Miyabi","Best Wishes, Miyabi"
Betrayed or Not,背反と疑惑の終点
Betty Brenda,ベティ・ブレンダBeti Burenda
Beverage Training,飲み物修行
Beyond Lightspeed,FASTER THAN LIGHT
"Big City, Little Ones (I)",ちびっ子、大都会にて-その一
"Big City, Little Ones (II)",ちびっ子、大都会にて-その二
"Big City, Little Ones (III)",ちびっ子、大都会にて-その三
"Big City, Little Ones (IV)",ちびっ子、大都会にて-その四
"Big City, Little Ones (V)",ちびっ子、大都会にて-その五
Big Cylinder,ビガー・シリンダーBigā Shirindā
Big Daddy,ビッグダディBiggu Dadi
Big Guy's Little Schemes,大きな体、小さな電卓
Bigfin Squid,ユウレイイカYuureiika
Bild N. Boolok,ブロックボンプBurokkubonpu
Bild N. Boolok Core,コア・「ブロックボンプ」
Billion Volt Thunderbolt!,いちおくボルト！
Billy Kid,ビリー・キッドBirī Kiddo
Billy's Namecard,ビリーの名刺
Billy's Request,ビリーのお願い
Billy Kid,ビリー・キッドBirī Kiddo
Billy Tactical Prism Program,ビリーの戦術プリズム構想
Binary Leading Lady in Blue-Green,0と1の正旦
Bing Bing Bong Bong Bang Bangboo...,キッド・ナンナン・プー！
Birkblick,ビャークブリックByākuburikku
Birkblick Core,コア・「ビャークブリック」
Birthday Present,誕生日プレゼント
Bizarre Brigade,怪奇旅団
Bizarre Brigade,怪奇旅団
Companion,仲間
Dream Seeker,夢追い
Relics,遺物
Bizarre Brigade,怪奇旅団
Bizarre Brigade,怪奇旅団
别打结!,别打结!
Black Anchor,ブラックアンカー団Brakku'ankā Dan
Black Dance Shoes,漆黒のダンスシューズ
Black LP Player,ブラック・LP
Black Tales,ブラックペーパー・テイルズBurakkupēpā Teiruzu
Black Tea Latte,紅茶ラテ
Black Tea Latte (Mild),紅茶ラテ（薄め）
Black Tea Latte (Mild),紅茶ラテ（濃いめ）
Black Veil Marionette,マリオネット・ブラックベールMarionetto - Burakku Bēru
Blackfin Shark,ヒレグロザメHiregurozame
Blade of Desolation,荒れ地を断つ刃
Bladefish,タチウオTachiuo
Blake,ブラックBurakku
Blastcrawler,ブラストスパイダーBurasuto Supaidā
Blastcrawler - Energized,ブラストスパイダー・蓄エネ型
Blaze,野火
Blazewood,ブレイズウッドBureizuuddo
Blazing Bonds,そのアツき「キズナ」
Dash Attack: Blazing Fire,ダッシュ攻撃：熾火
Blazing Fist Frenzy,烈火の拳闘
Blazing Fist Frenzy,烈火の拳闘Rekka no Kentō
Blazing Fist Showdown,烈火の対峙
Blazing Laurel,炎心の桂冠Enshin no Kēkan
Blazing Waves,熱波サーフィン
Blessed & Breaded,幸運サンド
Blessed by Glory: The Crown,栄光に愛されし者・戴冠
Blessed by Glory: The Crown,栄光に愛されし者・戴冠
Blessed by Glory I,栄光に愛されし者Ⅰ
Blessed by Glory II,栄光に愛されし者Ⅱ
Blessed by Glory III,栄光に愛されし者Ⅲ
Blessed by Glory IV,栄光に愛されし者Ⅳ
Blessed by Glory V,栄光に愛されし者Ⅴ
Blessing or Curse,禍福倚伏
Blind Pursuit,あてのない追跡
Bling,ポチPochi
Blissful Paradise,快適な楽園
Blitz Breaker,閃撃破陣
Block and Bet,"駆けろ、賭けろKakeru, Kakeru"
Blood Collection Device,「採血器」
Blooming Wind,二十四番花信風
Blooming in the Dust,塵埃に咲く花
Blossoming Out of Ruins,廃墟の中に咲くものは
Blossoming out of Ruins,廃墟の中に咲くものは
Blossoming out of Ruins,廃墟の中に咲くものは
"Blue Horn, Three Turns!",3ターンで終了します！
Blue Tang,ナンヨウハギNan'youhagi
Bluefin Tuna,アオマグロAomaguro
EX Special Attack: Boiling Furnace,強化特殊スキル：沸騰溶炉
Bold Man,"「肝の据わった」男子""Kimo no Suwatta"" Danshi"
Bolion,シシオShishio
Bolter,ボルトBoruto
Bomb,爆弾
Bomber,爆弾テロ犯
Bonds That Require No Calculation,演算不要の「絆」
Bone Broth Noodles,黒鉢豚骨ラーメン
Bones of the City,街の骨組み
BooBox,ボンプ便Bonpu Ben
Boo to Work,働きたくンナい
"Book Called ""Symbiosis""",書籍『共生関係』
Boollseye,ズバットボンプZubattobonpu
Boollseye Core,コア・「ズバットボンプ」
Boom!,BOOM！
Boopon,ボンプチケットBonpu chiketto
Booressure,キアツデボンプKiatsudebonpu
Booressure Core,コア・「キアツデボンプ」
Boring Burst,ドリルダッシュDoriru Dasshu
Born to Burn,高嶺の火花
Born to Die,死に向かって生きる
Boss Enemy,ボスエネミーBosuenemī
Boundless Depths,果てしない深境
Boundless Illusions,千の幻を斬る
Bountiful Harvest,山盛り大儲け
Bounty Commission,懸賞依頼
Bounty Specialization,賞金特化
Box Cutter,ペーパーカッターPēpā Kattā
Box Galaxy,「BOX GALAXY」
Brains of Section 6,六課の頭脳
Quick Assist: Brake Tap,クイック支援：ポンピングブレーキ
Branch & Blade Song,折枝の刀歌Orieda no Tōka
Branching Paths of the Garden,枝分かれの庭園
Brant Street Construction Site,黒雁街跡地Kokugan Machi Atochi[!][!]Assumed reading
Brawlerboo,カクトウボンプKakutoubonpu
Brawlerboo Core,コア・「カクトウボンプ」
Dash Attack: Breach,ダッシュ攻撃：入破
