en,ja
Deformed Metal Wreckage,歪んだ金属の残骸
Delicate Sunlight,暁天に響く鈴
Delicate Sunlight,暁天に響く鈴Shōten ni Hibiku Suzu[!][!]Assumed reading
Delicious Light,「食」の深いところへ
Delicious Tips,美味しさの秘訣
Deline,デリーンDerīn
Delivery Cat Woes,配達ネコはつらいよ
Deliveryboo,出前ボンプ
Demara Battery Mark II,デマラ式電池Ⅱ型
Demolition Blast - Beware,発破作業中立入禁止
Demolition Drill,ドリリング解体
Demolition Jaeger,爆撃猟兵
Demolitions Expert,解体専門
Demon Lord in Training,魔王候補
Demotivation,「闘志散漫」
Denny,ディニーDinī
Dennis,デニッシュDenisshu
"Departing Bird, Returning Clouds",飛び立つ鳥と帰る雲
Dependable Friend,頼れる友
Dependence,頼っていい人
Deposit Box,貯金箱
Depths of Truth Puzzle,深層に迫る真相のパズル
Derailed Order - Day,秩序逸脱・白昼
Derailed Order - Night,秩序逸脱・暗夜
Derman,ダーマンDāman
Desensitization Therapy,減感作療法
Deserted Observation Site,廃棄された観測ステーション
Designer's Worries,デザイナーの悩み
Desired Engine,好みのエンジン
Desperate Move,一発出し
Desperate Struggles,決死の奮闘
"Desperate Times, Desperate Measures",窮鼠猫を噛む
Desperation and Despair,十死無生
Despised by a Cat,猫に嫌われた
Dessert,スイーツSuītsu
Destined to Meet Again,再会する運命Saikaisuru Unmē
Destiny at Your Fingertips,指を流れる運命
Destructive Urge,「破壊欲」
Detectiboo,「名蛋偵」
Detective Comedy,名探偵コメディ
Detective Rewind,巻き戻し探偵
Detective Sketch,プロファイルPorofairu
Detective Zhu Yuan,Detective Zhu Yuan
Device Debugging,機材の調整
Devil Chili Soda,ジョロキアソーダJorokiasōda
Devilboo,アクマデボンプAkumadebonpu
Devilboo Core,コア・「アクマデボンプ」
Devon Pawnshop,徳豊質店Tokuhō Shichiten
Devon Pawnshop VIP Customer,「徳豊質店」のお得意様
Devouring a Behemoth,象を飲み込んだウワバミ
Dew-Covered Card,露のついたメッセージカード
Dew Gardening Shop,"ガーデニングショップ「朝露」Gādeningu Shoppu ""Asatsuyu"""
Dew Gardening: Blossoming Name,朝露・花の名を知る
Dew Gardening: First Bloom,朝露・花に触れる
Dew Gardening: Floral Whisperer,朝露・花の意を知る
Dialyn,ダイアリンDaiarin
Dialyn's Namecard,ダイアリンの名刺
Dialyn Tactical Prism Program,ダイアリンの戦術プリズム構想
Dignified and Elegant,荘厳かつ優雅
Dilapidated House,廃屋
Dimensional Musketeer,ディメンショナル・スナイパーDimenshonaru Sunaipā
Dimitri,ディミトリDimitori
Dimwit Disappearing Trick,おバカ消失魔法
Dina,ディナDina
Dinah,ディナDina
Ding-Dong! Maid Service,ピンポン！メイドの訪問です
Dining Etiquette for Aristocratic Delicacy,貴族料理の食べ方
Direction of Destiny,運命の方角
"Director, Take Your Position",監督、スタンバイ！
Director Ohno,大野監督Ōno Kantoku
Disappearing Elevator,消えたエレベーター
Disconnection,音信不通
Drive Disc,ドライバディスクDoraibadisuku
Attribute Anomaly,状態異常Jōtai Ijō
Dispel the Darkness,闇を払う
Dispirited Vortex,エネルギー不足スパイラル
Display Stand,ギャラリーGyararī
Disposable Plug-In: A,使い捨てプラグイン-A
Disposable Plug-In: B,使い捨てプラグイン-B
Disposable Plug-In: Cursed,使い捨てプラグイン-呪詛
Disposable Plug-In: Exceptional,使い捨てプラグイン-卓越
Disposable Plug-In: S,使い捨てプラグイン-S
Disputed Node,紛争ノードFunsō Nōdo
Dissonant Sonata,喧噪のソナタKensō no Sonata
Distress Signal,救難信号
Diverted Bombard,牽制砲撃
Divination,占いUranai
[Invite] Divination!,[お誘い]ここでひとつ占ってみよう！
Do Combat Machines Dream of Electric People,特戦ユニットはアンドロイドの夢を見るか？
Do Not Go Gentle Into That Good Night,穏やかな夜をよしとせずOdayaka na Yoru wo Yoshitosezu
Do Panda Dolls Drink Machine-Ground Coffee?,ぬいぐるみのパンダは挽き立てコーヒーを飲むか？
Do Shark Thirens Need Two Tickets?,サメのシリオンにはチケットが2枚必要？
Do You Believe in Strength?,君は力を信じるか？
Do You Hear the Melody?,この旋律がわかるかい？
"Dodge: ""Mini Waltz""",回避：マイナーワルツ
Dodge: Adrift,回避：ドリフト
Dodge: Arc Step,回避：フォックストロット
Dodge: Dainty Steps,回避：レディーワルツ
Dodge: Did I Scare You?,回避：びっくりしたぁ？
Dodge: Dreamshift,回避：夢遊歩
Dodge: Dress Adjustment,回避：裾のシワを伸ばして
Dodge: Evasion Maneuver,回避：障害物回避
Dodge: Fading Silhouette,回避：ティルトシャドウ
Dodge: Fiery Phantom Dash,回避：バーニング・シャドウ
Dodge: Flickering Flames,回避：揺らめく炎光
Dodge: Foul Ball!,回避：ファール！
Dodge: Grab a Bite,回避：拾い食い
Dodge: Handbrake Drift,回避：ハンドブレーキ・ドリフト
Dodge: Hidden Cloud Technique,回避：雲隠れの術
Dodge: Immovable Mountain,回避：動かざること山の如し
Dodge: Jumpy Bunny,回避：ラビットホール
Dodge: Let's Move,回避：体を動かせ！
Dodge: Light as a Swallow,回避：身軽さ燕の如く
Dodge: Lightstream,回避：流光
Dodge: Line Busy,回避：ただいま通話中で～す
Dodge: Missing Invoice,回避：伝票の穴
Dodge: Mizutori,回避：水鳥
Dodge: Nimbus Step,回避：碧空随行
Dodge: Phantasm,回避：シェード
Dodge: Phantom,回避：残影_JP0A
Dodge: Phantom Concealment,回避：魂隠し
Dodge: Quick Flash,回避：瞬閃
Dodge: Radiant Blade,回避：耀刃
Dodge: Reversal Shot,回避：正向反射
Dodge: Risky Business,回避：危ねぇ危ねぇ！
Dodge: Running on Petals,回避：花弁を辿る
Dodge: Safety Regulation,回避：安全規程
Dodge: Shadowed Slide,回避：シャドーステップ
Dodge: Shoo!,回避：『離』
Dodge: Slide,回避：スライドステップ
Dodge: Speed Demon,回避：脱兎
Dodge: Strobe,回避：閃輝
Dodge: Suitable Positioning,回避：弁えた所作
Dodge: Swan Song,回避：雁の聲
Dodge: Tactical Detour,回避：迂回
Dodge: Tempered Fire,回避：焼鈍し
Dodge: Tiger Seven Forms - Tigerwind,回避：悪虎の型・風は虎に従う
Dodge: Vortex,回避：渦
Dodge: Wait 'n' See,回避：今に見てな！
Dodge: Wandering Breeze,回避：ながれ嵐
"Dodge Counter: ""Umbrella Waltz""",回避反撃：アンブレラ・ワルツ
Dodge Counter: Banishing Blow,回避反撃：祓いの一撃
Dodge Counter: Blazing Flash,回避反撃：ブレイジングドライブ
Dodge Counter: Blossom Burst,回避反撃：乱れ咲く花々
Dodge Counter: Ceremony of Swordlight,回避反撃：剣閃の儀
Dodge Counter: Condemned Soul,回避反撃：極魂の罰
Dodge Counter: Counter Strike Opportunity,回避反撃：反撃のチャンス
Dodge Counter: Don't Look Down on Me,回避反撃：見くびるな！
Dodge Counter: Etiquette Manual,回避反撃：礼儀の躾
Dodge Counter: Eye For an Eye,回避反撃：牙には牙を
Dodge Counter: Fair Fight,回避反撃：フェアな決闘
Dodge Counter: Fire Blast,回避反撃：火力バースト
Dodge Counter: Fluttering Steps,回避反撃：フラッシュ・シェイキング
Dodge Counter: Ground Flash Counter,回避反撃：対地放電
Dodge Counter: Hidden Edge,回避反撃：隠し剣
Dodge Counter: Icehaul Reverb,回避反撃：氷の残響
Dodge Counter: Kan Suzume,回避反撃：寒雀
Dodge Counter: Lingering Sentiments,回避反撃：意、不尽
Dodge Counter: Moving Mountains and Seas,回避反撃：天地一変
Dodge Counter: Nope!,回避反撃：『捨』
Dodge Counter: Number Unavailable,回避反撃：いま出られないんですぅ
Dodge Counter: Overload Drill (Burst Mode),回避反撃：オーバーロード・ドリルブレイク（爆発状態）
Dodge Counter: Phantasm - Slash,回避反撃：シェード・斬
Dodge Counter: Phantom Claws,回避反撃：ファントムクロー
Dodge Counter: Power Drift,回避反撃：パワー・ドリフト
Dodge Counter: Radiant Blade - Battle Sweep,回避反撃：耀刃・撹乱
Dodge Counter: Rapid Retaliation,回避反撃：速返し
Reef Rock,暗礁
Dodge Counter: Relentless Retribution,回避反撃：目には目を
Dodge Counter: Retaliation,回避反撃：拳骨応酬
Dodge Counter: Retreat to Advance,回避反撃：進撃のための後退
Dodge Counter: Returning Tusk!,回避反撃：牙を剥く！
Dodge Counter: Stardust Echo,回避反撃：スターダストエコー
Dodge Counter: Stoneburst,回避反撃：砂煙舞
Dodge Counter: Strangling Reversal,回避反撃：反攻の絞扼
Dodge Counter: Swift Shadow,回避反撃：疾影_JP0A
Dodge Counter: Swift Shadow Dance,回避反撃：疾影の舞_JP0A
Dodge Counter: Thunderclap,回避反撃：迅雷
Dodge Counter: Tiger Seven Forms - Reignited Mountain,回避反撃：悪虎の型・轟々たる離火
Dodge Counter: Time for Payback~,回避反撃：仕返し、はじめ！
Dodge Counter: Violation Penalty,回避反撃：違反罰則
Dodge Counter: Wingblade Reverb,回避反撃：羽刃の切り返し
Dog Thiren's Secret Base,とっておきの場所
Dog Trainers the Four of You!,4人のドッグトレーナー
Dog of the Underworld,冥妃の愛犬
Doggy Voucher,ワンワン引換券
Dollie,ドリーDorī
Don't Blink,快刀、エーテリアスを断つ
Don't Block My Sunlight,日陰になるからどいて
Don't Get Greedy,暴食禁止
Don't Get Lost in the Night,はぐれないで、夜の帳で
"Don't Give Up Yet, Doc!",お医者さん、まだ助かります！
Don't Make It Bald,ハゲちゃうよ
Don't Mess with Kitty,猫を怒らせるな
Don't Resign Just Yet,まだ辞めないで…
Don't Touch,ドント・タッチDonto Tacchi
Don't Underestimate Gaming,ランクアップ-ゲームと侮るなかれ
Don't Walk Alone,ノット・アローンNotto Arōn
Dongyao Pain Relief Patch,経脈静穏薬
Bloom of Doom,doom bloom
Door to the Lobby,ロビーのドア
Dopamine Vacation Plan,ドーパミン・ホリデー・プロジェクトDōpamin Horidē Purojekuto
Ionized - Doppelganger,電離体・ドッペルゲンガーDenritai - Dopperugengā
Ionized - Doppelganger - Abyssal Enforcer,電離体・ドッペルゲンガー・深淵の断罪者
Ionized - Doppelganger - Bellum,電離体・ドッペルゲンガー・ベルラムDenritai - Dopperugengā - Beruramu
Ionized - Doppelganger - Jane,電離体・ドッペルゲンガー・ジェーンDenritai - Dopperugengā - Jēn
Ionized - Doppelganger - Mors,電離体・ドッペルゲンガー・モルスDenritai - Dopperugengā - Morusu
Ionized - Doppelganger - Pulchra,電離体・ドッペルゲンガー・プルクラ
Doppelganger - The Defector,"ドッペルゲンガー・「背信者」Dopperugengā - ""Haishinsha"""
Dorian,ドリアンDorian
Dormant Tide,眠花暗流
Double-Sided Armor,棘の鎧（両面）
Double Crises,「ダブル・クライシス」
Double Sweetness Review,糖度二倍の感想文
Doubts Arise,渦巻く疑雲Uzumaku Gi'un
Doubts Arise,渦巻く疑雲
Downward Passage,下へ向かう通路
Downward Spiral,さらに下へ
Dr. Lohr,ロア先生Roa Sensē
Dragon Palace Envoy,「リュウグウノツカイ」
Schoolyard Powerhouse (I),レベルカンスト小学生（上）
Dream After the Rain,雨上がりの美しき夢
Dream Data,夢境データ
Dream Doll,夢見がちドール
Dream Into the Outer Ring,夢の旅・郊外
Dream Seeking Expert,夢探索のプロ
Dream Simulation Master,夢境マスター
Dream of Port Elpis,夢の旅・ポート・エルピス
Dreamless Hero,ドリームレス・ヒーロー
Dreamlit Hearth,炉で歌い上げられる夢
Dreams and Training,夢と修行
Drew,ドル
Dried-up Reagent,乾ききった試薬
Special Attack: Drift,特殊スキル：尾びれビンタ
Drift Bottle,メッセージボトル
Drift Bottle No.1,メッセージボトルNO.1
Drift Bottle No.2,メッセージボトルNO.2
Drift Bottle No.3,メッセージボトルNO.3
Drifting Bangboo,ボンプもドリフトがしたい
Drifting Technique,ドリフトテクニック
Drill Rig - Red Axis,ドリルリグ-レッドシャフト
Drilling Hole,穴掘り
Drive Disc,ドライバディスク
Driving Off Into the Sunset,夕焼けへGO！
Drowned Ideal,夢縋り
Drowned Ideal - Komano Manato,夢縋り・狛野真斗
"Drunk, But Not on Coffee",酔翁の意はコーヒーに在らず
Drylands Shark Hunt,陸地でシャークハント
Duel Arena Token,アリーナメダル
Dullahan,デュラハン
Dullahan - Energized,デュラハン・蓄エネ型
Duo Team Attack,合体技
Duple Meter Allemande,二拍子のアルマンド
Dusk in the Wilderness,ダスク・イン・ザ・ワイルド
Dusty Blueprint,埃を被った設計図
Dusty Treasure,埋もれた宝
Duty,Duty
Duty of a Manager!,店長としての責務！
Duyi's Letter,デュイの返信
Endless Loop,無限ループ
Dylan,ディラン
Dynamic Wallpaper,ライブ壁紙
Dynamic Wallpaper: Alice,ライブ壁紙アリス
Dynamic Wallpaper: Anby,ライブ壁紙アンビー
Dynamic Wallpaper: Anton,ライブ壁紙アンドー
Dynamic Wallpaper: Astra Yao,ライブ壁紙アストラ・アストラ
Dynamic Wallpaper: Bangboo Angler Club,ライブ壁紙・おいでよボンプとの釣り
Dynamic Wallpaper: Belle,ライブ壁紙リン
Dynamic Wallpaper: Ben,ライブ壁紙ベン
Dynamic Wallpaper: Billy,ライブ壁紙ビリー
Dynamic Wallpaper: Burnice,ライブ壁紙バーニス
Dynamic Wallpaper: Caesar,ライブ壁紙シーザー
Dynamic Wallpaper: Corin,ライブ壁紙カリン
Dynamic Wallpaper: Dialyn,ライブ壁紙ダイアリン
Dynamic Wallpaper: Ellen,ライブ壁紙エレン
Dynamic Wallpaper: Evelyn,ライブ壁紙イヴリン
Dynamic Wallpaper: Grace,ライブ壁紙グレース
Dynamic Wallpaper: Harumasa,ライブ壁紙浅羽悠真
Dynamic Wallpaper: Hugo,ライブ壁紙ヒューゴ
Dynamic Wallpaper: Jane,ライブ壁紙ジェーン
Dynamic Wallpaper: Ju Fufu,ライブ壁紙橘福福
Dynamic Wallpaper: Koleda,ライブ壁紙クレタ
Dynamic Wallpaper: Lighter,ライブ壁紙ライト
Dynamic Wallpaper: Lucia,ライブ壁紙リュシア
Dynamic Wallpaper: Lucy,ライブ壁紙ルーシー
Dynamic Wallpaper: Lycaon,ライブ壁紙ライカン
Dynamic Wallpaper: Manato,ライブ壁紙真斗
Dynamic Wallpaper: Miyabi,ライブ壁紙星見雅
Dynamic Wallpaper: Nekomata,ライブ壁紙猫又
Dynamic Wallpaper: Nicole,ライブ壁紙ニコ
Dynamic Wallpaper: Orphie & Magus,ライブ壁紙オルペウス＆「鬼火」
Dynamic Wallpaper: Pan Yinhu,ライブ壁紙潘引壺
Dynamic Wallpaper: Piper,ライブ壁紙パイパー
Dynamic Wallpaper: Pulchra,ライブ壁紙プルクラ
